rarity	form-count	obtain	involve	max-base-level	max-plus-level	egg-1	egg-2	true-form	ultra-form	talents	version	orb-count	xp-curve	involve-description	ultra-involve-description	level-curve	obtain-stage	trueform-stage
4	2	快打旋風合作轉蛋獎章可獲得	尚未開放	60	70						81005		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	快打旋風合作轉蛋獎章可獲得	尚未開放	60	70						81005		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	快打旋風合作轉蛋獎章可獲得	尚未開放	60	70						81005		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	快打旋風合作轉蛋獎章可獲得	尚未開放	60	70						81005		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
2	2	快打旋風合作關卡可獲得	尚未開放	50	0						81005		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	2|162|1|New Challenger - 炸裂！赤鴉豪焦破　極難	
4	3	稀有轉蛋活動「超激烈爆彈」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|26|10|20|200|0|0|0|0|0|0|32|8|-1|0|63|0|0|0|0|0|0|0|0|0|85|9|-1|0|27|10|1|10|0|0|0|0|0|0|29|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	90000	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力與攻擊力上升！|同時攻擊力會更容易上升|還能使毒擊與烈波傷害無效化！		2		
3	2	期間限定稀有轉蛋活動中可獲得	尚未開放	50	70						90000		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000			2		
2	3	「奈落門」中可獲得	活動關卡「絕・奈落門」中可獲得Lv20可進化	50	0						90000		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	1|217|0|奈落門 - 極樂淨土　超極難	
3	3	可在稀有轉蛋中獲得	使用足夠的XP及貓薄荷可進化	50	70					0|6|0|0|0|0|0|0|0|0|0|6|6|-1|0|37|0|0|0|0|0|0|0|0|0|37|6|-1|0|20|10|16|70|0|0|0|0|0|0|20|5|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	90000	1	6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後體力上升！|且取得了打飛惡魔的能力！		2		
2	3	可在稀有轉蛋中獲得	使用足夠的XP及貓薄荷可進化	50	80						90000		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800	第3進化後體力上升！|還可使動作變慢效果無效化！		3		
2	2	東京スカイツリー合作關卡可獲得	尚未開放	50	0						90000		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	2|125|2|シャクレルプラネット - いってみるから！ 初級	
4	3	稀有轉蛋活動「超古代勇者 超級靈魂勇者」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						90100		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力與攻擊力上升！|並取得有時候可以詛咒天使敵人的能力！		2		
4	2	期間限定稀有轉蛋活動「聖誕美少女」中可獲得	尚未開放	60	70						90100		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
2	2	「古王妃飛來」中可獲得	尚未開放	50	0						90100		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	1|220|0|古王妃飛來 - I'll Bee Bug　超極難	
2	3	「聖者波普降臨」中可獲得	活動關卡「絕・聖者波普降臨」中可獲得Lv20可進化	50	0						90100		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300	第3進化後		3	1|219|0|聖者波普降臨 - 聖女小姐姐　超極難	
4	2	稀有轉蛋活動「超級貓咪祭」中可獲得	尚未開放	60	70						90200		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	公主踢騎士Sweets合作轉蛋可獲得	尚未開放	60	70						90200		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
2	3	「暗沼幽靈」中可獲得	活動關卡「絕・暗沼幽靈」取得後Lv20可進化	50	0						90200		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	10|39|0|暗沼幽靈 - 像那河流般 超極難	
1	3	通過真傳奇故事「粉粿金礦」最終關卡可獲得	使用足夠的XP及貓薄荷可進化	50	0						90200		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力、|射程與攻擊力上升！|更獲得了超生命體和超獸特效！		0	9|20|5|粉粿金礦 - 豁命一把鏟	
4	3	稀有轉蛋活動「逆襲的黑暗英雄」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|5|0|0|0|0|0|0|0|0|0|5|9|-1|0|11|10|28|100|0|0|0|0|0|0|11|7|-1|0|19|10|16|70|0|0|0|0|0|0|19|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	90300	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後變為只能攻擊|異星戰士與古代種，但是能|使封印我方角色特殊效果的古代詛咒無效化！		2		
4	3	稀有轉蛋活動「究極降臨巨神宙斯」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					128|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|3|10|20|20|3|30|0|0|0|0|69|12|300|0|1|10|20|20|3|30|50|50|0|0|70|12|301|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	90400	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|可使敵人的打飛效果與|使動作變慢的效果無效化！		2		
4	2	初音未來合作轉蛋可獲得	尚未開放	60	70						90400		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	初音未來合作轉蛋可獲得	尚未開放	60	70						90400		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	初音未來合作轉蛋可獲得	尚未開放	60	70						90400		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
2	2	初音未來合作轉蛋可獲得	尚未開放	50	0						90400		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	2|126|2|初音未來 - 未來之聲	
2	3	「綺羅星汪汪降臨」中可獲得	活動關卡「絕・綺羅星汪汪降臨」取得後Lv20可進化	50	0						90400		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	1|229|0|綺羅星汪汪降臨 - WANLAND 超極難	
2	2	日清UFO拉麵合作關卡可獲得	尚未開放	50	0						90500		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	2|133|2|U.F.O.襲来！ - ソースを混ぜて完成	
1	2	日清UFO拉麵合作登入獎章中可獲得	尚未開放	50	0						90500		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
1	2	於貓咪大戰爭官方Youtube頻道（日文版）連結處可獲得	尚未開放	50	0						90500		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
4	2	稀有轉蛋活動「特級貓咪祭」中可獲得	尚未開放	60	70						90500		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
5	2	稀有轉蛋活動「絕命美少女怪物萌娘隊」中可獲得	尚未開放	50	9						90500		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
2	2	「死靈妖精海蝶降臨」中可獲得	尚未開放	50	0						90500		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	1|231|0|死靈妖精海蝶降臨 - 最後的死者 超極難	
4	3	稀有轉蛋活動「傳說的不明貓一族」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						90600		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力上升！|可延長詛咒的時間|還能使烈波傷害無效化！		2		
4	2	福音戰士合作轉蛋可獲得	尚未開放	60	70						100200		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	福音戰士合作轉蛋可獲得	尚未開放	60	70						100200		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	福音戰士合作轉蛋可獲得	尚未開放	60	70						100200		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	福音戰士合作轉蛋可獲得	尚未開放	60	70						100200		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	福音戰士合作轉蛋可獲得	尚未開放	60	70						100200		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
2	2	福音戰士合作轉蛋可獲得	尚未開放	50	80						100200		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3		
2	3	「第一次的差事」中可獲得	尚未開放	50	0						90600		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	1|232|0|第一次的差事 - 偽小孩 超極難	
1	3	通過「風雲貓咪塔 40樓」後於貓咪任務領取	通過「異界貓咪塔 40樓」後Lv20可進化	50	0						90600		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			0		
4	2	聖魔大戰合作活動稀有轉蛋可獲得	尚未開放	60	70						90700		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
3	3	聖魔大戰合作活動稀有轉蛋可獲得	使用足夠的XP及貓薄荷可進化	50	70						90700		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後性能有很大變化！|取得給予天使敵人超大傷害的能力，|妨害耐性將變化為「打飛」！		2		
1	2	聖魔大戰活動轉蛋中可獲得（活動轉蛋，非稀有轉蛋）	尚未開放	50	20						90700		4375|5740|8680|12460|17360|29680|45150|65100|103600|208600			0		
1	2	期間限定販賣（課金）可購買	尚未開放	50	0						90700		50|100|3100|7100|12100|18100|25100|33100|42100|52100			5		
4	3	稀有轉蛋活動「波動破壞者」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|17|10|4|40|3|3|0|0|0|0|17|7|-1|0|1|10|0|0|5|50|0|0|0|0|42|8|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	90700	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力上升！|會更容易降低敵人攻擊力！|還取得使動作停止無效與傳送無效的能力！		2		
4	2	初音未來合作轉蛋可獲得	尚未開放	60	70						90800		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
3	2	初音未來合作轉蛋可獲得	尚未開放	50	70						90800		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000			2		
2	2	初音未來合作轉蛋可獲得	尚未開放	50	80						90800		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3		
4	3	期間限定稀有轉蛋活動「夏日美少女團 - 悠然海洋」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						90800		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後只能攻擊|飄浮和天使敵人，|但也變得善於攻擊他們！		2		
4	3	期間限定稀有轉蛋活動「夏日美少女團 - 絢爛陽光」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						90800		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|能發射較久的烈波！		2		
3	3	期間限定稀有轉蛋活動「夏日美少女團 - 悠然海洋」、「夏日美少女團 - 絢爛陽光」中可獲得	使用足夠的XP及貓薄荷可進化	50	70						90800		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後體力與|移動速度上升！		2		
3	3	期間限定稀有轉蛋活動「夏日美少女團 - 悠然海洋」、「夏日美少女團 - 絢爛陽光」中可獲得	使用足夠的XP及貓薄荷可進化	50	70						90800		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後得到了超獸特效！		2		
1	3	城與龍合作活動時透過販賣（課金）可購買	使用足夠的XP及貓薄荷可進化	50	0						90900		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
1	2	通過傳奇故事全部的關卡等級4關卡後於「古代研究所 - 太古之力」等級4關卡獲得	尚未開放	50	0						90900		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			0	4|26|0|古代研究所 - 太古之力	
4	3	稀有轉蛋活動「古靈精怪元素小精靈」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						91000		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後，|體力與攻擊力上升！|同時發射波動可傳達至更遠處！		2		
4	3	稀有轉蛋活動「萬聖節轉蛋」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						91000		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|必定打飛不死生物與異星戰士|並使其動作變慢！		2		
4	2	快打旋風V CE合作轉蛋中可獲得	尚未開放	60	70						100000		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	快打旋風V CE合作轉蛋中可獲得	尚未開放	60	70						100000		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	快打旋風V CE合作轉蛋中可獲得	尚未開放	60	70						100000		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	快打旋風V CE合作轉蛋中可獲得	尚未開放	60	70						100000		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	快打旋風V CE合作轉蛋中可獲得	尚未開放	60	70						100000		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
3	2	快打旋風V CE合作轉蛋中可獲得	尚未開放	50	70						100000		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000			2		
2	2	快打旋風V CE合作轉蛋中可獲得	尚未開放	50	80						100000		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3		
2	2	快打旋風V CE合作轉蛋中可獲得	尚未開放	50	80						100000		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3		
2	2	快打旋風V CE合作轉蛋中可獲得	尚未開放	50	80						100000		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3		
2	2	快打旋風V CE合作轉蛋中可獲得	尚未開放	50	80						100000		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3		
2	2	「破滅的序曲」中可獲得	尚未開放	50	0						100200		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	1|246|0|破滅的序曲 - 魔王附身 超極難	
4	2	初音未來合作轉蛋可獲得	尚未開放	60	70						100100		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	初音未來合作轉蛋可獲得	尚未開放	60	70						100100		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	3	期間限定稀有轉蛋活動「聖誕美少女」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						100100		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後，|對上惡魔很耐打，|攻擊力更容易上升！		2		
4	2	稀有轉蛋活動「超級貓咪祭」中可獲得	尚未開放	60	70						100100		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
5	2	期間限定稀有轉蛋活動「超國王季」中可獲得	尚未開放	50	9						100100		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	期間限定稀有轉蛋活動「情人節淑女們」中可獲得	尚未開放	60	70						100200		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	期間限定稀有轉蛋活動「情人節淑女們」中可獲得	尚未開放	60	70						100200		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
3	3	期間限定稀有轉蛋活動「情人節淑女們」中可獲得	使用足夠的XP及貓薄荷可進化	50	70						100200		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後體力上升！|並取得有時候能破壞惡魔盾|的能力！		2		
4	2	初音未來合作轉蛋可獲得	尚未開放	60	70						100300		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
3	2	初音未來合作轉蛋可獲得	尚未開放	50	70						100300		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000			2		
2	2	初音未來合作轉蛋可獲得	尚未開放	50	80						100300		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3		
2	2	初音未來合作轉蛋可獲得	尚未開放	50	80						100300		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3		
4	3	稀有轉蛋活動「革命軍隊鋼鐵戰團」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|59|0|0|0|0|0|0|0|0|0|79|9|-1|0|3|10|100|100|24|60|0|0|0|0|3|7|-1|0|44|0|0|0|0|0|0|0|0|0|53|9|-1|0|19|10|16|70|0|0|0|0|0|0|19|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	100300	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後取得有時候可使|不死生物攻擊無效化的能力！|且必定能死前存活！		2		
4	3	期間限定稀有轉蛋活動「復活節嘉年華」中可獲得	尚未開放	60	70						100300		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後取得有時候可使|惡魔的動作變慢、且能打飛的能力！		2		
4	2	亂馬1/2合作轉蛋中可獲得	尚未開放	60	70						100400		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	亂馬1/2合作轉蛋中可獲得	尚未開放	60	70						100400		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	亂馬1/2合作轉蛋中可獲得	尚未開放	60	70						100400		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	亂馬1/2合作轉蛋中可獲得	尚未開放	60	70						100400		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	亂馬1/2合作轉蛋中可獲得	尚未開放	60	70						100400		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
3	2	亂馬1/2合作轉蛋中可獲得	尚未開放	50	70						100400		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000			2		
3	2	亂馬1/2合作轉蛋中可獲得	尚未開放	50	70						100400		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000			2		
3	2	亂馬1/2合作轉蛋中可獲得	尚未開放	50	70						100400		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000			2		
2	2	亂馬1/2合作轉蛋中可獲得	尚未開放	50	0						100400		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	2|164|4|波亂！天道道場 - 擅暗器的近視眼	
2	2	亂馬1/2合作轉蛋中可獲得	尚未開放	50	80						100400		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3		
1	2	亂馬1/2合作登入獎章中可獲得	尚未開放	50	0						100400		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
4	3	稀有轉蛋活動「絕命美少女怪物萌娘隊」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						100400		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後，|能發射較久的烈波！|更獲得了超獸特效！		2		
1	2	期間限定販賣（課金）可獲得	尚未開放	50	0						100400		300|500|1400|2600|4100|5900|8000|10400|13100|16100			0		
4	2	稀有轉蛋活動「特級貓咪祭」中可獲得	尚未開放	60	70						100500		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
1	3	金塊貓登入獎章可獲得（通常於周年出現）	使用足夠的XP及貓薄荷可進化	50	0						100500		300|500|1400|2600|4100|5900|8000|10400|13100|16100	第3進化後體力上升！|還可使毒擊傷害無效化！		0		
2	2	哥吉拉合作活動關卡中可獲得	尚未開放	50	0						100600		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	2|172|2|哥吉拉對貓咪 - 貓咪的最終決戰	
4	2	稀有轉蛋活動「女王祭」中可獲得	尚未開放	60	70						100600		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
1	3	通過真傳奇故事「古代樹迷宮」最終關卡可獲得	使用足夠的XP及貓薄荷可進化	50	0						100600		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後移動速度上升！|能打飛古代種，|更獲得了超生命體和超獸特效！		0	9|35|5|古代樹迷宮 - 獲得神面的人物	
4	3	期間限定稀有轉蛋活動「夏日美少女團 - 悠然海洋」、「夏日美少女團 - 絢爛陽光」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						100700		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|必定能讓惡魔的動作變慢|並取得有時候能破壞惡魔盾的能力		2		
1	2	夏日活動轉蛋可獲得	尚未開放	50	40						100700		3500|5600|8540|12460|17360|23240|30100|37940|46760|56560			0		
1	2	夏日活動轉蛋可獲得	尚未開放	50	40						100700		3500|5600|8540|12460|17360|23240|30100|37940|46760|56560			0		
4	3	稀有轉蛋活動「超激烈爆彈」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						100900		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力上升！|破壞惡魔盾的機率上升，|且必定能打飛敵人！		2		
4	3	稀有轉蛋活動「戰國武神巴薩拉斯」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						100800		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|體力與攻擊速度上升！		2		
4	3	稀有轉蛋活動「電腦學園銀河美少女團」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						100800		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力上升！|同時取得烈波攻擊！		2		
4	3	稀有轉蛋活動「超破壞大帝 龍皇因佩拉斯」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						100900		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力、攻擊力與|射程上升！同時必定能|打飛紅色敵人與惡魔！		2		
2	3	「大魔王」中可獲得	活動關卡「絕・大魔王」取得後Lv20可進化	50	0						100800		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	10|38|0|大魔王 - 進擊的魔漩渦 極難	
1	2	魔界篇中第二次「魔界火山」通關後可獲得	尚未開放	50	0						100900		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			0		
2	2	「誘惑的交響曲」中可獲得	尚未開放	50	0						100900		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	1|272|0|誘惑的交響曲 - 惡魔旋律 超極難	
4	2	熱血硬派國夫君合作轉蛋11連抽自動出現再倉庫	尚未開放	60	70						100900		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	3	稀有轉蛋活動「傳說的不明貓一族」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						100900		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力與攻擊速度上升|且烈波傷害無效！|同時必定能發射小烈波！		2		
1	2	G1競馬活動轉蛋中可獲得	尚未開放	1	30						101000		3500|5600|8540|12460|17360|23240|30100|37940|46760|56560			0		
1	2	G1競馬活動轉蛋中可獲得	尚未開放	1	30						101000		3500|5600|8540|12460|17360|23240|30100|37940|46760|56560			0		
1	2	G1競馬活動轉蛋中可獲得	尚未開放	1	30						101000		3500|5600|8540|12460|17360|23240|30100|37940|46760|56560			0		
3	3	期間限定稀有轉蛋活動中可獲得（洗腦貓通常在節慶轉蛋池出現）	極惡活動關卡「極惡貓咪降臨」取得後Lv20可進化	50	70						101000		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000			2		
2	2	「羅生門」中可獲得	尚未開放	50	0						110000		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	1|273|0|羅生門 - 惡魔轉生 超極難	
4	3	稀有轉蛋活動「古靈精怪元素小精靈」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						101000		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力大幅上升！|同時取得能夠抵消波動|且不受波動傷害的能力！		2		
4	3	稀有轉蛋活動「革命軍隊鋼鐵戰團」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						101000		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後攻擊力上升！|還能夠將敵人的動作停止無效化！		2		
4	3	稀有轉蛋活動「超古代勇者 超級靈魂勇者」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						110000		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力與攻擊力上升！|且必定能發射小波動！		2		
4	3	稀有轉蛋活動「逆襲的黑暗英雄」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						110000		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後可以給予惡魔超大傷害|還能夠將敵人的動作停止無效化！|且有時候能破壞惡魔盾		2		
1	2	週年合作轉蛋中可獲得（日文版）、周年慶完成Q1Q5任務領取（繁中版）	尚未開放	50	15						110000		300|500|1400|2600|4100|5900|8000|10400|13100|16100			0		
3	3	期間限定稀有轉蛋活動中可獲得（洗腦貓通常在節慶轉蛋池出現）	極惡活動關卡「極惡坦克貓降臨」取得後Lv20可進化	50	70						110000		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000			2		
1	2	高捷少女合作活動中獲得	尚未開放	50	0						110100		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
2	2	高捷少女合作活動中獲得	尚未開放	50	0						110100		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	2|183|4|高雄捷運 紅線 - 美麗島	
2	2	高捷少女合作活動中獲得	尚未開放	50	0						110100		2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	2|184|4|高雄輕軌 - 凱旋公園	
1	2	高捷少女合作活動中獲得	尚未開放	50	0						110100		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
4	2	稀有轉蛋活動「超級貓咪祭」中可獲得	尚未開放	60	70						110100		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	3	稀有轉蛋活動「究極降臨巨神宙斯」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						110100		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力上升！|且必定能發射烈波！		2		
0	3	宇宙篇第三章通關後開放「貓咪轉蛋+」中可獲得	Lv. 20+80時進化	20	90						110100		999999|999999|999999|999999|999999|999999|999999|999999|999999|999999			0		
4	3	期間限定稀有轉蛋活動「情人節淑女們」中可獲得	使用足夠的XP及貓薄荷可進化	60	70						110200		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|有時候會讓古代種動作停止，能使封印|我方角色特殊效果的古代詛咒無效化！		2		
3	3	期間限定稀有轉蛋活動中可獲得（洗腦貓通常在節慶轉蛋池出現）	極惡活動關卡「極惡戰鬥貓降臨」取得後Lv20可進化	50	70						110200		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000			2		
1	2	春節活動轉蛋中獲得	尚未開放	50	20						110200		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
4	3	稀有轉蛋活動「電腦學園銀河美少女團」中可獲得	尚未開放	60	70						110200		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後變得善於攻擊|紅色敵人與異星戰士！		2		
4	2	稀有轉蛋活動「白色情人節轉蛋」中可獲得	尚未開放	60	70						110300		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
